Customer Name,Customer Segment,Customer State,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,Zip Code,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Alice McCarthy,Corporate,Idaho,03/10/2010 12:00:00 SA,832,Low,Office Supplies,Small Box,Xerox 1976,Paper,West,129,07/10/2010 12:00:00 SA,Regular Air,83201,"0,02",1,7,"0,37",($18),$53,"5,9","6,48"
Kalyca Meade,Corporate,Washington,12/05/2009 12:00:00 SA,41861,Low,Office Supplies,Small Box,Xerox 1936,Paper,West,5905,14/05/2009 12:00:00 SA,Regular Air,98310,"0,02",1,24,"0,38",$110,$476,"5,97","19,98"
Shirley Jackson,Corporate,California,26/03/2010 12:00:00 SA,7075,Low,Office Supplies,Small Box,"Decoflex Hanging Personal Folder File, Blue",Storage & Organization,West,972,28/03/2010 12:00:00 SA,Regular Air,93456,"0,02",1,15,"0,58",($83),$242,"10,68","15,42"
Cindy Chapman,Corporate,Arizona,22/01/2010 12:00:00 SA,23427,Low,Office Supplies,Small Box,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,West,3279,31/01/2010 12:00:00 SA,Regular Air,85338,"0,03",1,22,"0,35",$1.115,$2.685,"9,07","120,98"
Guy Phonely,Corporate,California,19/10/2010 12:00:00 SA,10470,Low,Office Supplies,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,West,1455,26/10/2010 12:00:00 SA,Regular Air,90835,"0,03",1,8,"0,37",($55),$137,"13,18","15,99"
Edward Becker,Corporate,Utah,30/08/2009 12:00:00 SA,3266,Low,Office Supplies,Small Box,Durable Pressboard Binders,Binders and Binder Accessories,West,473,03/09/2009 12:00:00 SA,Regular Air,84014,"0,03",1,4,"0,38",($3),$17,"1,49","3,8"
Ralph Kennedy,Corporate,Utah,01/08/2009 12:00:00 SA,45155,Low,Office Supplies,Small Box,ACCOHIDE® Binder by Acco,Binders and Binder Accessories,West,6363,08/08/2009 12:00:00 SA,Regular Air,84663,"0,03",1,44,"0,38",($150),$182,"5,34","4,13"
Karl Brown,Corporate,California,22/04/2009 12:00:00 SA,27335,Low,Office Supplies,Small Box,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,West,3836,22/04/2009 12:00:00 SA,Regular Air,93456,"0,03",1,23,"0,36",($101),$67,"6,35","2,66"
Lena Creighton,Corporate,Washington,23/11/2008 12:00:00 SA,51395,Low,Office Supplies,Small Box,Avery 484,Labels,West,7205,28/11/2008 12:00:00 SA,Regular Air,99403,"0,03",1,26,"0,36",$33,$78,"0,5","2,88"
Shahid Shariari,Corporate,Arizona,09/05/2011 12:00:00 SA,20676,Low,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,West,2864,13/05/2011 12:00:00 SA,Regular Air,85301,"0,04",1,22,"0,37",($9),$44,"1,49","1,88"
Rob Dowd,Corporate,Arizona,20/02/2011 12:00:00 SA,34852,Low,Office Supplies,Small Box,Round Ring Binders,Binders and Binder Accessories,West,4899,24/02/2011 12:00:00 SA,Regular Air,85071,"0,04",1,26,"0,38",($11),$54,"1,49","2,08"
Sarah Bern,Corporate,Arizona,20/02/2008 12:00:00 SA,11392,Low,Office Supplies,Small Box,Presstex Flexible Ring Binders,Binders and Binder Accessories,West,1575,22/02/2008 12:00:00 SA,Regular Air,85321,"0,04",1,28,"0,35",$28,$129,"1,49","4,55"
Ralph Kennedy,Corporate,Utah,27/04/2011 12:00:00 SA,4864,Low,Office Supplies,Small Box,GBC ProClick™ 150 Presentation Binding System,Binders and Binder Accessories,West,695,01/05/2011 12:00:00 SA,Regular Air,84663,"0,04",1,16,"0,38",$1.725,$4.902,"19,99","315,98"
Sarah Foster,Corporate,Utah,24/04/2010 12:00:00 SA,52930,Low,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,West,7425,28/04/2010 12:00:00 SA,Regular Air,84721,"0,04",1,16,"0,38",$44,$137,"1,39","8,74"
Alice McCarthy,Corporate,Idaho,15/06/2010 12:00:00 SA,16805,Low,Office Supplies,Small Box,Xerox 1994,Paper,West,2333,17/06/2010 12:00:00 SA,Regular Air,83201,"0,04",1,26,"0,37",($52),$172,"5,74","6,48"
Liz MacKendrick,Corporate,Idaho,16/10/2009 12:00:00 SA,32929,Low,Office Supplies,Small Box,Staples Standard Envelopes,Envelopes,West,4625,20/10/2009 12:00:00 SA,Regular Air,83552,"0,05",1,8,"0,38",$5,$45,"1,39","5,68"
Ross DeVincentis,Corporate,Idaho,10/07/2010 12:00:00 SA,44647,Low,Office Supplies,Small Box,Recycled Eldon Regeneration Jumbo File,Storage & Organization,West,6312,14/07/2010 12:00:00 SA,Regular Air,83213,"0,05",1,24,"0,57",($37),$303,"6,13","12,28"
Barry Franz,Corporate,Washington,22/01/2011 12:00:00 SA,45670,Low,Office Supplies,Small Box,Xerox 213,Paper,West,6425,26/01/2011 12:00:00 SA,Regular Air,98001,"0,06",1,2,"0,37",($13),$20,"7,86","6,48"
Rob Dowd,Corporate,Arizona,26/09/2010 12:00:00 SA,19044,Low,Office Supplies,Small Box,Filing/Storage Totes and Swivel Casters,Storage & Organization,West,2630,03/10/2010 12:00:00 SA,Regular Air,85071,"0,07",1,29,"0,6",($191),$271,"9,45","9,71"
Alice McCarthy,Corporate,Idaho,15/06/2010 12:00:00 SA,16805,Low,Office Supplies,Small Box,"Premier Elliptical Ring Binder, Black",Binders and Binder Accessories,West,2334,17/06/2010 12:00:00 SA,Regular Air,83201,"0,08",1,29,"0,37",$359,$853,"1,49","30,44"
Pete Takahito,Corporate,Idaho,27/04/2011 12:00:00 SA,57699,Low,Office Supplies,Small Box,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,West,8090,01/05/2011 12:00:00 SA,Regular Air,83877,"0,08",1,36,"0,38",$485,$2.161,"19,99","60,98"
Laurel Elliston,Corporate,Idaho,17/04/2009 12:00:00 SA,43745,Low,Office Supplies,Small Box,Xerox 1968,Paper,West,6170,19/04/2009 12:00:00 SA,Regular Air,83810,"0,08",1,41,"0,37",($106),$261,"6,15","6,68"
Brian DeCherney,Corporate,Idaho,15/11/2010 12:00:00 SA,47456,Low,Office Supplies,Small Box,Xerox 216,Paper,West,6662,22/11/2010 12:00:00 SA,Regular Air,83201,"0,08",1,43,"0,37",($179),$277,"7,91","6,48"
Cindy Chapman,Corporate,Arizona,22/01/2010 12:00:00 SA,23427,Low,Office Supplies,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,West,3278,29/01/2010 12:00:00 SA,Regular Air,85338,"0,09",1,30,"0,39",($17),$443,"8,4","15,01"
Kean Thornton,Corporate,Colorado,09/01/2009 12:00:00 SA,20225,Low,Office Supplies,Small Box,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,West,2802,16/01/2009 12:00:00 SA,Regular Air,81655,"0,09",1,33,"0,38",($123),$125,"5,26","3,98"
Ann Steele,Corporate,Idaho,18/11/2008 12:00:00 SA,49218,Low,Office Supplies,Small Box,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,West,6902,18/11/2008 12:00:00 SA,Regular Air,83810,"0,09",1,21,"0,38",($73),$87,"5,26","3,98"
Alan Dominguez,Corporate,California,05/08/2010 12:00:00 SA,26309,Low,Office Supplies,Small Box,Avery 481,Labels,West,3677,07/08/2010 12:00:00 SA,Regular Air,90835,"0,09",1,42,"0,37",$33,$128,"0,99","3,08"
Ben Ferrer,Corporate,California,28/05/2009 12:00:00 SA,38210,Low,Office Supplies,Small Box,Xerox 1922,Paper,West,5372,28/05/2009 12:00:00 SA,Regular Air,92320,"0,09",1,10,"0,36",($50),$53,"7,44","4,98"
Craig Carroll,Corporate,Idaho,21/02/2008 12:00:00 SA,48775,Low,Office Supplies,Small Box,Xerox 204,Paper,West,6851,23/02/2008 12:00:00 SA,Regular Air,83201,"0,09",1,17,"0,37",($62),$108,"6,86","6,48"
Saphhira Shifley,Corporate,Washington,31/08/2008 12:00:00 SA,10754,Low,Office Supplies,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Paper,West,1492,02/09/2008 12:00:00 SA,Regular Air,98625,"0,09",1,7,"0,37",($23),$48,"5,94","6,48"
Karl Brown,Corporate,California,24/09/2008 12:00:00 SA,5472,Low,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,West,765,28/09/2008 12:00:00 SA,Regular Air,93456,"0,09",1,27,"0,59",($24),$339,"4,51","13,48"
Liz MacKendrick,Corporate,Idaho,16/10/2009 12:00:00 SA,32929,Low,Office Supplies,Small Box,Portable Personal File Box,Storage & Organization,West,4626,21/10/2009 12:00:00 SA,Regular Air,83552,"0,09",1,13,"0,58",($27),$152,"4,81","12,21"
Lena Creighton,Corporate,Washington,01/12/2008 12:00:00 SA,44864,Low,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,West,6331,08/12/2008 12:00:00 SA,Regular Air,99403,"0,1",1,25,"0,58",($171),$188,"9,23","7,77"
Sarah Foster,Corporate,Utah,24/04/2010 12:00:00 SA,52930,Low,Office Supplies,Small Box,Xerox 1924,Paper,West,7426,29/04/2010 12:00:00 SA,Regular Air,84721,"0,1",1,39,"0,36",($183),$225,"8,09","5,78"
Lena Creighton,Corporate,Washington,23/11/2008 12:00:00 SA,51395,Low,Office Supplies,Small Box,Xerox 1952,Paper,West,7204,27/11/2008 12:00:00 SA,Regular Air,99403,"0,1",1,10,"0,38",($32),$52,"5,49","4,98"
Cindy Chapman,Corporate,Arizona,02/02/2009 12:00:00 SA,59783,Low,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",West,8371,07/02/2009 12:00:00 SA,Regular Air,85338,"0,01",1,36,"0,55",($60),$77,"2,56","2,08"
Sarah Foster,Corporate,Utah,21/02/2009 12:00:00 SA,27876,Low,Office Supplies,Small Pack,Berol Giant Pencil Sharpener,Pens & Art Supplies,West,3910,28/02/2009 12:00:00 SA,Regular Air,84721,"0,03",1,44,"0,56",($71),$778,"8,99","16,99"
Roland Fjeld,Corporate,California,21/08/2009 12:00:00 SA,49026,Low,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,West,6877,26/08/2009 12:00:00 SA,Regular Air,95503,"0,05",1,36,"0,59",($183),$412,"8,99","11,66"
Frank Merwin,Corporate,Idaho,15/04/2009 12:00:00 SA,20741,Low,Office Supplies,Small Pack,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Pens & Art Supplies,West,2878,22/04/2009 12:00:00 SA,Regular Air,83877,"0,1",1,43,"0,58",$140,$1.711,"8,99","43,98"
Dianna Vittorini,Corporate,Arizona,22/07/2010 12:00:00 SA,40098,Low,Office Supplies,Wrap Bag,"Wirebound Service Call Books, 5 1/2"" x 4""",Paper,West,5668,26/07/2010 12:00:00 SA,Regular Air,86442,0,1,50,"0,37",$191,$491,"2,03","9,68"
Helen Andreada,Corporate,Colorado,20/12/2009 12:00:00 SA,51493,Low,Office Supplies,Wrap Bag,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Paper,West,7217,22/12/2009 12:00:00 SA,Regular Air,81653,"0,01",1,31,"0,38",$8,$286,"5,16","8,56"
Shirley Jackson,Corporate,California,26/03/2010 12:00:00 SA,7075,Low,Office Supplies,Wrap Bag,"Super Bands, 12/Pack",Rubber Bands,West,973,30/03/2010 12:00:00 SA,Regular Air,93456,"0,01",1,43,"0,82",($93),$83,"2,58","1,86"
Tiffany House,Corporate,Washington,11/01/2009 12:00:00 SA,55234,Low,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,West,7704,13/01/2009 12:00:00 SA,Regular Air,98103,"0,03",1,5,"0,57",($8),$17,"2,03","2,98"
Lynn Smith,Corporate,Idaho,06/08/2008 12:00:00 SA,4739,Low,Office Supplies,Wrap Bag,Newell 338,Pens & Art Supplies,West,678,10/08/2008 12:00:00 SA,Regular Air,83465,"0,04",1,16,"0,58",$4,$49,"0,7","2,94"
Laurel Elliston,Corporate,Idaho,17/04/2009 12:00:00 SA,43745,Low,Office Supplies,Wrap Bag,"Acco Clips to Go™ Binder Clips, 24 Clips in Two Sizes",Rubber Bands,West,6172,21/04/2009 12:00:00 SA,Regular Air,83810,"0,04",1,1,"0,38",($5),$5,"1,43","3,55"
Anthony Witt,Corporate,Utah,04/04/2011 12:00:00 SA,55296,Low,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,West,7714,08/04/2011 12:00:00 SA,Regular Air,84663,"0,05",1,32,"0,39",$105,$317,"2,06","10,06"
Saphhira Shifley,Corporate,Washington,10/08/2009 12:00:00 SA,25799,Low,Office Supplies,Wrap Bag,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Pens & Art Supplies,West,3608,13/08/2009 12:00:00 SA,Regular Air,98625,"0,05",1,38,"0,54",($217),$137,"7,49","3,34"
Ralph Kennedy,Corporate,Utah,01/08/2009 12:00:00 SA,45155,Low,Office Supplies,Wrap Bag,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",West,6362,01/08/2009 12:00:00 SA,Regular Air,84663,"0,05",1,35,"0,84",($54),$112,"1,92","3,14"
Juliana Krohn,Corporate,Utah,24/09/2008 12:00:00 SA,45158,Low,Office Supplies,Wrap Bag,"Wirebound Service Call Books, 5 1/2"" x 4""",Paper,West,6367,26/09/2008 12:00:00 SA,Regular Air,84631,"0,09",1,40,"0,37",$132,$376,"2,03","9,68"
Karl Brown,Corporate,California,18/06/2009 12:00:00 SA,10436,Low,Office Supplies,Wrap Bag,"Quartet Omega® Colored Chalk, 12/Pack",Pens & Art Supplies,West,1444,25/06/2009 12:00:00 SA,Regular Air,93456,"0,09",1,24,"0,38",$50,$139,1,"5,84"
Edward Becker,Corporate,Utah,23/03/2010 12:00:00 SA,59108,Low,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,West,8269,28/03/2010 12:00:00 SA,Regular Air,84014,"0,09",1,21,"0,56",($60),$69,"3,97","3,28"
Kean Thornton,Corporate,Colorado,09/01/2009 12:00:00 SA,20225,Low,Office Supplies,Wrap Bag,Avery Hi-Liter® Smear-Safe Highlighters,Pens & Art Supplies,West,2803,16/01/2009 12:00:00 SA,Regular Air,81655,"0,1",1,22,"0,49",$31,$123,"0,83","5,84"
Scot Coram,Corporate,Colorado,24/09/2010 12:00:00 SA,53574,Medium,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,West,7508,25/09/2010 12:00:00 SA,Regular Air,80813,"0,03",1,8,"0,81",($297),$670,35,"80,98"
Ken Dana,Corporate,New Mexico,18/12/2010 12:00:00 SA,29761,Medium,Office Supplies,Medium Box,3M Office Air Cleaner,Appliances,West,4186,21/12/2010 12:00:00 SA,Regular Air,88134,"0,02",1,42,"0,5",$262,$1.085,"5,37","25,98"
Shahid Shariari,Corporate,Arizona,25/06/2009 12:00:00 SA,1445,Medium,Office Supplies,Small Box,Maytag Front Load Washer,Binders and Binder Accessories,West,223,28/06/2009 12:00:00 SA,Regular Air,85301,0,1,3,"0,35",($21),$1.326,"19,99","420,98"
Bruce Money,Corporate,Idaho,25/09/2010 12:00:00 SA,27939,Medium,Office Supplies,Small Box,Xerox 1923,Paper,West,3919,27/09/2010 12:00:00 SA,Regular Air,83810,0,1,8,"0,37",($18),$60,"5,66","6,68"
Rob Dowd,Corporate,Arizona,28/02/2011 12:00:00 SA,4996,Medium,Office Supplies,Small Box,Letter Size Cart,Storage & Organization,West,710,01/03/2011 12:00:00 SA,Regular Air,85071,0,1,30,"0,56",$1.020,$4.306,"19,99","142,86"
Helen Andreada,Corporate,Colorado,22/08/2010 12:00:00 SA,55651,Medium,Office Supplies,Small Box,Fellowes Super Stor/Drawer®,Storage & Organization,West,7776,23/08/2010 12:00:00 SA,Regular Air,81653,0,1,2,"0,67",($53),$80,"19,99","27,75"
Deborah Brumfield,Corporate,Colorado,02/06/2010 12:00:00 SA,24966,Medium,Office Supplies,Small Box,Iceberg Mobile Mega Data/Printer Cart ®,Storage & Organization,West,3507,03/06/2010 12:00:00 SA,Regular Air,81221,0,1,34,"0,59",$818,$4.152,"19,99","120,33"
Liz MacKendrick,Corporate,Idaho,15/11/2009 12:00:00 SA,57059,Medium,Office Supplies,Small Box,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,West,7978,17/11/2009 12:00:00 SA,Regular Air,83552,"0,01",1,50,"0,38",($155),$212,"5,26","3,98"
Philip Brown,Corporate,Utah,24/08/2009 12:00:00 SA,47714,Medium,Office Supplies,Small Box,Avery Durable Poly Binders,Binders and Binder Accessories,West,6700,25/08/2009 12:00:00 SA,Regular Air,84415,"0,01",1,30,"0,39",($125),$176,"6,98","5,53"
Lena Creighton,Corporate,Washington,05/08/2008 12:00:00 SA,25091,Medium,Office Supplies,Small Box,GBC Recycled Grain Textured Covers,Binders and Binder Accessories,West,3523,08/08/2008 12:00:00 SA,Regular Air,99403,"0,01",1,4,"0,37",($25),$157,"14,72","34,54"
Benjamin Patterson,Corporate,Arizona,09/04/2011 12:00:00 SA,48902,Medium,Office Supplies,Small Box,Xerox 220,Paper,West,6864,11/04/2011 12:00:00 SA,Regular Air,85301,"0,01",1,7,"0,37",($29),$53,"7,49","6,48"
Ralph Kennedy,Corporate,Utah,10/08/2009 12:00:00 SA,21350,Medium,Office Supplies,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,West,2949,11/08/2009 12:00:00 SA,Regular Air,84663,"0,01",1,30,"0,4",($144),$279,"9,86","9,06"
Barry Franz,Corporate,Washington,15/05/2009 12:00:00 SA,10209,Medium,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,West,1403,17/05/2009 12:00:00 SA,Regular Air,98001,"0,02",1,48,"0,38",($60),$419,"6,19","8,6"
Xylona Price,Corporate,New Mexico,21/05/2010 12:00:00 SA,47303,Medium,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,West,6651,22/05/2010 12:00:00 SA,Regular Air,88439,"0,03",1,7,"0,36",$13,$57,"1,39","7,64"
Liz MacKendrick,Corporate,Idaho,15/11/2009 12:00:00 SA,57059,Medium,Office Supplies,Small Box,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,West,7977,17/11/2009 12:00:00 SA,Regular Air,83552,"0,03",1,25,"0,36",$1.362,$2.456,"0,49","98,31"
Maxwell Schwartz,Corporate,New Mexico,05/01/2010 12:00:00 SA,28867,Medium,Office Supplies,Small Box,Multicolor Computer Printout Paper,Paper,West,4045,06/01/2010 12:00:00 SA,Regular Air,87011,"0,03",1,6,"0,37",$80,$642,"19,99","104,85"
Linda Cazamias,Corporate,Utah,04/03/2008 12:00:00 SA,19204,Medium,Office Supplies,Small Box,Xerox 1908,Paper,West,2654,06/03/2008 12:00:00 SA,Regular Air,84663,"0,03",1,28,"0,36",$830,$1.642,"4,86","55,98"
Thomas Boland,Corporate,Colorado,23/11/2010 12:00:00 SA,35012,Medium,Office Supplies,Small Box,Staples 6 Outlet Surge,Appliances,West,4918,23/11/2010 12:00:00 SA,Regular Air,81124,"0,04",1,10,"0,58",($16),$127,"4,98","11,97"
Shirley Jackson,Corporate,California,09/12/2008 12:00:00 SA,12965,Medium,Office Supplies,Small Box,Binder Posts,Binders and Binder Accessories,West,1812,10/12/2008 12:00:00 SA,Regular Air,93456,"0,04",1,7,"0,39",($20),$45,"5,01","5,74"
Yana Sorensen,Corporate,California,04/02/2011 12:00:00 SA,36294,Medium,Office Supplies,Small Box,GBC Binding covers,Binders and Binder Accessories,West,5093,06/02/2011 12:00:00 SA,Regular Air,93456,"0,04",1,46,"0,4",$100,$611,"4,98","12,95"
Neil Knudson,Corporate,New Mexico,11/02/2008 12:00:00 SA,32611,Medium,Office Supplies,Small Box,Economy Binders,Binders and Binder Accessories,West,4583,13/02/2008 12:00:00 SA,Regular Air,87001,"0,04",1,16,"0,36",($7),$34,"1,49","2,08"
Maureen Fritzler,Corporate,Washington,27/05/2009 12:00:00 SA,6053,Medium,Office Supplies,Small Box,Durable Pressboard Binders,Binders and Binder Accessories,West,845,29/05/2009 12:00:00 SA,Regular Air,98625,"0,04",1,4,"0,38",($4),$16,"1,49","3,8"
Phillip Breyer,Corporate,Washington,03/04/2011 12:00:00 SA,35713,Medium,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,West,5009,03/04/2011 12:00:00 SA,Regular Air,98601,"0,04",1,49,"0,38",$590,$1.355,"1,49","28,53"
Liz Price,Corporate,Arizona,24/03/2011 12:00:00 SA,45825,Medium,Office Supplies,Small Box,Xerox 23,Paper,West,6444,24/03/2011 12:00:00 SA,Regular Air,85233,"0,04",1,43,"0,37",($64),$273,"5,14","6,48"
Pete Takahito,Corporate,Idaho,19/07/2010 12:00:00 SA,22916,Medium,Office Supplies,Small Box,Xerox 1997,Paper,West,3197,20/07/2010 12:00:00 SA,Regular Air,83877,"0,04",1,18,"0,37",($115),$122,"10,05","6,48"
Liz MacKendrick,Corporate,Idaho,16/08/2008 12:00:00 SA,1600,Medium,Office Supplies,Small Box,Xerox 1922,Paper,West,237,17/08/2008 12:00:00 SA,Regular Air,83552,"0,04",1,36,"0,36",($151),$192,"7,44","4,98"
Frank Merwin,Corporate,Idaho,16/10/2009 12:00:00 SA,42725,Medium,Office Supplies,Small Box,Recycled Eldon Regeneration Jumbo File,Storage & Organization,West,6032,17/10/2009 12:00:00 SA,Regular Air,83877,"0,04",1,18,"0,57",($30),$231,"6,13","12,28"
Melanie Page,Corporate,Utah,20/09/2008 12:00:00 SA,22881,Medium,Office Supplies,Small Box,Project Tote Personal File,Storage & Organization,West,3188,21/09/2008 12:00:00 SA,Regular Air,84721,"0,04",1,33,"0,56",($120),$476,"9,37","14,03"
Neil Knudson,Corporate,New Mexico,11/02/2008 12:00:00 SA,32611,Medium,Office Supplies,Small Box,Xerox 1989,Paper,West,4580,11/02/2008 12:00:00 SA,Regular Air,87001,"0,05",1,15,"0,38",($32),$82,"5,02","4,98"
Shirley Jackson,Corporate,California,09/12/2008 12:00:00 SA,12965,Medium,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,West,1813,10/12/2008 12:00:00 SA,Regular Air,93456,"0,06",1,21,"0,35",($72),$91,"5,41","4,24"
Ann Steele,Corporate,Idaho,16/03/2008 12:00:00 SA,19140,Medium,Office Supplies,Small Box,Wilson Jones® Four-Pocket Poly Binders,Binders and Binder Accessories,West,2645,17/03/2008 12:00:00 SA,Regular Air,83810,"0,07",1,47,"0,36",($66),$314,"5,27","6,54"
Maureen Fritzler,Corporate,Washington,30/11/2008 12:00:00 SA,54407,Medium,Office Supplies,Small Box,Maytag Front Load Washer,Binders and Binder Accessories,West,7604,01/12/2008 12:00:00 SA,Regular Air,98625,"0,07",1,24,"0,35",$3.858,$9.396,"19,99","420,98"
Tracy Poddar,Corporate,Idaho,24/02/2011 12:00:00 SA,11874,Medium,Office Supplies,Small Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,West,1642,24/02/2011 12:00:00 SA,Regular Air,83465,"0,07",1,20,"0,4",$179,$776,"9,83","39,98"
Sarah Bern,Corporate,Arizona,25/10/2008 12:00:00 SA,58913,Medium,Office Supplies,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Paper,West,8240,27/10/2008 12:00:00 SA,Regular Air,85321,"0,07",1,23,"0,37",($60),$145,"5,94","6,48"
Tanja Norvell,Corporate,Utah,27/01/2011 12:00:00 SA,29347,Medium,Office Supplies,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,West,4128,29/01/2011 12:00:00 SA,Regular Air,84631,"0,07",1,50,"0,36",$221,$2.040,"19,99","40,99"
Ben Ferrer,Corporate,California,03/03/2008 12:00:00 SA,38915,Medium,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,West,5481,04/03/2008 12:00:00 SA,Regular Air,92320,"0,08",1,12,"0,58",($84),$97,"9,23","7,77"
Saphhira Shifley,Corporate,Washington,26/03/2011 12:00:00 SA,28929,Medium,Office Supplies,Small Box,Xerox 217,Paper,West,4060,27/03/2011 12:00:00 SA,Regular Air,98625,"0,08",1,37,"0,37",($174),$231,"8,19","6,48"
